FirstName, LastName, Quarter, Year, TotalRevenue, RevenueRank
RYAN, TAYLOR, 1, 2017, 1718.2783908843994, 1301
NATALIE, SMITH, 1, 2017, 1718.2783908843994, 1301
PUNYA, PALIT, 1, 2017, 1718.2783908843994, 1301
HAILEY, SIMMONS, 1, 2017, 1718.2783908843994, 1301
SABRINA, DIAZ, 1, 2017, 1718.2783908843994, 1301
GABRIELLA, BAKER, 1, 2017, 1709.6341905593872, 1307
TINA, SAI, 1, 2017, 1700.989990234375, 1308
RUTH, RAMAN, 1, 2017, 1700.989990234375, 1308
VICTORIA, MARTIN, 1, 2017, 1700.989990234375, 1308
JOCELYN, WASHINGTON, 1, 2017, 1700.989990234375, 1308
PATRICIA, SURI, 1, 2017, 1700.989990234375, 1308
CESAR, CHANDRA, 1, 2017, 1700.989990234375, 1308
PEDRO, MUÑOZ, 1, 2017, 1700.989990234375, 1308
DREW, YUAN, 1, 2017, 1700.989990234375, 1308
FRANK, JIMENEZ, 1, 2017, 1700.989990234375, 1308
KATIE, NATH, 1, 2017, 1700.989990234375, 1308
KAYLEE, ADAMS, 1, 2017, 1700.989990234375, 1308
JESSICA, RODRIGUEZ, 1, 2017, 1700.989990234375, 1308
DARREN, MUNOZ, 1, 2017, 1700.989990234375, 1308
MIRANDA, COLEMAN, 1, 2017, 1700.989990234375, 1308
JENNIFER, NELSON, 1, 2017, 1700.989990234375, 1308
KARLA, CHANDER, 1, 2017, 1700.989990234375, 1308
KATHERINE, FLORES, 1, 2017, 1700.989990234375, 1308
CARLOS, COOPER, 1, 2017, 1700.989990234375, 1308
TOMMY, YUAN, 1, 2017, 1700.989990234375, 1308
MASON, COOK, 1, 2017, 1700.989990234375, 1308
ALAN, ZENG, 1, 2017, 1700.989990234375, 1308
JULIO, CARLSON, 1, 2017, 1700.989990234375, 1308
AIDAN, GONZALES, 1, 2017, 1700.989990234375, 1308
LACEY, LIU, 1, 2017, 1700.989990234375, 1308
JULIA, FLORES, 1, 2017, 1700.989990234375, 1308
MARCUS, TORRES, 1, 2017, 1700.989990234375, 1308
JAY, MEHTA, 1, 2017, 1700.989990234375, 1308
CEDRIC, YANG, 1, 2017, 1700.989990234375, 1308
RAFAEL, XU, 1, 2017, 1700.989990234375, 1308
WILLIE, SHARMA, 1, 2017, 1700.989990234375, 1308
ROBERTO, MORENO, 1, 2017, 1700.989990234375, 1308
SARA, CARTER, 1, 2017, 1700.989990234375, 1308
JENNA, GONZALEZ, 1, 2017, 1700.989990234375, 1308
LOGAN, WASHINGTON, 1, 2017, 1700.989990234375, 1308
MELISSA, PRICE, 1, 2017, 1700.989990234375, 1308
NAOMI, RAMOS, 1, 2017, 1700.989990234375, 1308
JAN, GONZALEZ, 1, 2017, 1700.989990234375, 1308
GRACE, MURPHY, 1, 2017, 1700.989990234375, 1308
MEGAN, STEWART, 1, 2017, 1479.1556644439697, 1346
IAN, RICHARDSON, 1, 2017, 1414.2999687194824, 1347
ANTHONY, ANDERSON, 1, 2017, 1374.474277496338, 1348
DENNIS, HE, 1, 2017, 1345.4441738128662, 1349
RACHEL, ROGERS, 1, 2017, 1329.9061737060547, 1350
CHASE, JAMES, 1, 2017, 1316.454174041748, 1351
KRISTEN, YE, 1, 2017, 1315.9361763000488, 1352
JORGE, YE, 1, 2017, 1314.0883769989014, 1353
SHARON, CHANDER, 1, 2017, 1313.454273223877, 1354
KELVIN, CHANDER, 1, 2017, 1311.9941749572754, 1355
LORI, SANZ, 1, 2017, 1311.9941749572754, 1355
BARRY, MADAN, 1, 2017, 1311.4641742706299, 1357
KYLE, LONG, 1, 2017, 1297.9072761535645, 1358
PHILIP, SUAREZ, 1, 2017, 1297.454176902771, 1359
LINDA, CARLSON, 1, 2017, 1296.799976348877, 1360
NICHOLAS, WALKER, 1, 2017, 1295.59037399292, 1361
NOAH, KING, 1, 2017, 1293.3099746704102, 1362
REGINALD, MUNOZ, 1, 2017, 1285.0999746322632, 1363
RYAN, WALKER, 1, 2017, 1285.0999746322632, 1363
ISAIAH, MURPHY, 1, 2017, 1282.8099746704102, 1365
MORGAN, EDWARDS, 1, 2017, 1282.8099746704102, 1365
FRANKLIN, RAJI, 1, 2017, 1280.205675125122, 1367
RAFAEL, RAJI, 1, 2017, 1280.205675125122, 1367
EBONY, MUNOZ, 1, 2017, 1280.109974861145, 1369
SERGIO, SAI, 1, 2017, 1277.799976348877, 1370
BRETT, SANCHEZ, 1, 2017, 1277.799976348877, 1370
DESTINY, ROSS, 1, 2017, 1272.8299751281738, 1372
JORDAN, SCOTT, 1, 2017, 1268.8399772644043, 1373
DEREK, ANAND, 1, 2017, 1268.8399772644043, 1373
SHANNON, TORRES, 1, 2017, 1268.8399772644043, 1373
ANNA, ROBINSON, 1, 2017, 1268.8399772644043, 1373
WHITNEY, KOVÁR, 1, 2017, 1268.5399742126465, 1377
ALYSSA, WOOD, 1, 2017, 1267.8199768066406, 1378
SYDNEY, WRIGHT, 1, 2017, 1263.6599740982056, 1379
RODNEY, ORTEGA, 1, 2017, 1262.9172744750977, 1380
MICHEAL, GILL, 1, 2017, 1262.9172744750977, 1380
PHILIP, MORENO, 1, 2017, 1262.9172744750977, 1380
LANCE, GOMEZ, 1, 2017, 1262.9172744750977, 1380
JACLYN, ANDERSEN, 1, 2017, 1262.9172744750977, 1380
CLARENCE, KUMAR, 1, 2017, 1262.9172744750977, 1380
REBEKAH, DOMINGUEZ, 1, 2017, 1251.7999744415283, 1386
DENNIS, ZENG, 1, 2017, 1249.8399772644043, 1387
MORGAN, RODRIGUEZ, 1, 2017, 1249.8399772644043, 1387
KARLA, PAL, 1, 2017, 1249.8399772644043, 1387
MEREDITH, FERNANDEZ, 1, 2017, 1249.8399772644043, 1387
ERIK, RUIZ, 1, 2017, 1249.8399772644043, 1387
CHRISTOPHER, WINSTON, 1, 2017, 1249.8399772644043, 1387
AIDAN, DIAZ, 1, 2017, 1249.8399772644043, 1387
NAOMI, SERRANO, 1, 2017, 1248.4941749572754, 1394
CONNOR, BRYANT, 1, 2017, 1248.4941749572754, 1394
JOSE, THOMPSON, 1, 2017, 1248.4941749572754, 1394
MARCUS, LEWIS, 1, 2017, 1248.4941749572754, 1394
KELLIE, GOMEZ, 1, 2017, 1248.4941749572754, 1394
JESSE, RICHARDSON, 1, 2017, 1248.4941749572754, 1394
BRIANNA, SIMMONS, 1, 2017, 1248.4941749572754, 1394
EMMANUEL, LOPEZ, 1, 2017, 1248.4941749572754, 1394
ALEJANDRO, NARA, 1, 2017, 1248.4941749572754, 1394
DONALD, CHANDRA, 1, 2017, 1248.4941749572754, 1394
TRISTAN, PERRY, 1, 2017, 1242.8099746704102, 1404
JILLIAN, FERNANDEZ, 1, 2017, 1242.8099746704102, 1404
DEANNA, SUBRAM, 1, 2017, 1242.8099746704102, 1404
MAYRA, GONZALEZ, 1, 2017, 1242.8099746704102, 1404
DAWN, WU, 1, 2017, 1242.8099746704102, 1404
MEREDITH, ARUN, 1, 2017, 1242.4641752243042, 1409
NATALIE, MILLER, 1, 2017, 1240.7825765609741, 1410
JON, ALONSO, 1, 2017, 1240.7825765609741, 1410
ANTHONY, RODRIGUEZ, 1, 2017, 1232.8299751281738, 1412
VANESSA, WASHINGTON, 1, 2017, 1232.8299751281738, 1412
NATHAN, HAYES, 1, 2017, 1232.8299751281738, 1412
BRIANNA, BROOKS, 1, 2017, 1232.8299751281738, 1412
RENEE, DOMINGUEZ, 1, 2017, 1232.138376235962, 1416
ISABELLA, COLEMAN, 1, 2017, 1232.138376235962, 1416
KELLI, CHEN, 1, 2017, 1232.138376235962, 1416
MANDY, GAO, 1, 2017, 1232.138376235962, 1416
CAMERON, WHITE, 1, 2017, 1223.8399753570557, 1420
BRANDI, DIAZ, 1, 2017, 1214.8499755859375, 1421
CINDY, MALHOTRA, 1, 2017, 1214.8499755859375, 1421
LISA, LU, 1, 2017, 1214.8499755859375, 1421
MICHAEL, SMITH, 1, 2017, 1214.8499755859375, 1421
ALBERTO, HERNANDEZ, 1, 2017, 1207.967499256134, 1425
MARCUS, SCOTT, 1, 2017, 1166.0415987968445, 1426
TRINITY, BAILEY, 1, 2017, 1122.3675010204315, 1427
WARREN, ZHANG, 1, 2017, 1110.483699798584, 1428
LOUIS, BECKER, 1, 2017, 1110.4547984600067, 1429
RUBEN, GUTIERREZ, 1, 2017, 1110.1089973449707, 1430
AIMEE, LI, 1, 2017, 1109.4274015426636, 1431
JILLIAN, RAMAN, 1, 2017, 1105.4936985969543, 1432
CHRISTINA, COX, 1, 2017, 1104.7259979248047, 1433
KARL, RAI, 1, 2017, 1101.5237007141113, 1434
MARTIN, RANA, 1, 2017, 1100.1289978027344, 1435
ALISHA, LU, 1, 2017, 1099.4373989105225, 1436
ALAN, YE, 1, 2017, 1099.2875003814697, 1437
BENJAMIN, RODRIGUEZ, 1, 2017, 1096.0316989421844, 1438
HANNAH, JENKINS, 1, 2017, 1096.0316989421844, 1438
TONI, PATEL, 1, 2017, 1095.6009979248047, 1440
SAMUEL, NELSON, 1, 2017, 1095.6009979248047, 1440
BLAKE, RUSSELL, 1, 2017, 1093.7531986236572, 1442
HAROLD, PATEL, 1, 2017, 1092.0416989326477, 1443
CHRISTY, SUN, 1, 2017, 1092.0416989326477, 1443
FERNANDO, LEE, 1, 2017, 1092.0416989326477, 1443
MEREDITH, RANA, 1, 2017, 1092.0416989326477, 1443
KATHERINE, KING, 1, 2017, 1092.0416989326477, 1443
RYAN, CHEN, 1, 2017, 1091.8974990844727, 1448
ROSA, MA, 1, 2017, 1091.8974990844727, 1448
LUCAS, RICHARDSON, 1, 2017, 1091.3775005340576, 1450
HUNTER, WANG, 1, 2017, 1089.4175033569336, 1451
TRACY, XU, 1, 2017, 1089.4175033569336, 1451
LAUREN, MORGAN, 1, 2017, 1088.0717010498047, 1453
CHERYL, GUTIERREZ, 1, 2017, 1088.051698923111, 1454
OLIVIA, MOORE, 1, 2017, 1087.3875007629395, 1455
MORGAN, KING, 1, 2017, 1082.5237007141113, 1456
KRYSTAL, GAO, 1, 2017, 1082.5237007141113, 1456
ANGEL, ROGERS, 1, 2017, 1082.5237007141113, 1456
JAMES, SIMMONS, 1, 2017, 1082.3875007629395, 1459
JAIME, XIE, 1, 2017, 1082.3875007629395, 1459
GARY, MARTIN, 1, 2017, 1082.148998260498, 1461
DEB, PRICE, 1, 2017, 1081.1778984069824, 1462
ALBERTO, GILL, 1, 2017, 1081.1778984069824, 1462
WYATT, LOPEZ, 1, 2017, 1081.1778984069824, 1462
RANDY, GAO, 1, 2017, 1081.1778984069824, 1462
JESSIE, ROMERO, 1, 2017, 1081.1778984069824, 1462
BRIDGET, TANG, 1, 2017, 1080.5036988258362, 1467
MIGUEL, DIAZ, 1, 2017, 1080.3601026535034, 1468
GARY, GILL, 1, 2017, 1077.975601196289, 1469
SETH, SCOTT, 1, 2017, 1077.9174995422363, 1470
EMMA, BUTLER, 1, 2017, 1076.3774991035461, 1471
ROBERT, KUMAR, 1, 2017, 1076.3774991035461, 1471
LUCAS, MITCHELL, 1, 2017, 1076.3774991035461, 1471
TAYLOR, MOORE, 1, 2017, 1074.3975009918213, 1474
JORDAN, ADAMS, 1, 2017, 1072.0528984069824, 1475
ANA, COLEMAN, 1, 2017, 1071.7159023284912, 1476
SHARON, SHARMA, 1, 2017, 1071.7159023284912, 1476
SEBASTIAN, TORRES, 1, 2017, 1071.7159023284912, 1476
SUMMER, RAMAN, 1, 2017, 1071.7159023284912, 1476
MICHEAL, DOMINGUEZ, 1, 2017, 1068.3775005340576, 1480
ANTHONY, WALKER, 1, 2017, 1067.0516991615295, 1481
ALEXANDRA, WATSON, 1, 2017, 1067.0316982269287, 1482
TYRONE, MORENO, 1, 2017, 1067.0316982269287, 1482
KRISTIN, YUAN, 1, 2017, 1065.7931995391846, 1484
SHANNON, DOMINGUEZ, 1, 2017, 1065.7931995391846, 1484
JOANNA, ORTEGA, 1, 2017, 1063.071702003479, 1486
MARIA, PERRY, 1, 2017, 1062.9774994850159, 1487
GABRIELLA, MORGAN, 1, 2017, 1062.9774994850159, 1487
LAWRENCE, SUAREZ, 1, 2017, 1062.0416984558105, 1489
BRADLEY, TANG, 1, 2017, 1060.0143003463745, 1490
CHERYL, SUAREZ, 1, 2017, 1060.0143003463745, 1490
KATHERINE, ROGERS, 1, 2017, 1058.975601196289, 1492
HECTOR, GILL, 1, 2017, 1058.3974995613098, 1493
SARA, ROGERS, 1, 2017, 1058.0416984558105, 1494
NATHAN, COLLINS, 1, 2017, 1055.3674983978271, 1495
JASMINE, BRYANT, 1, 2017, 1054.9974994659424, 1496
THEODORE, ALONSO, 1, 2017, 1054.9974994659424, 1496
JAMES, THOMPSON, 1, 2017, 1054.9974994659424, 1496
CLARENCE, YUAN, 1, 2017, 1054.4275016784668, 1499
DESTINY, JACKSON, 1, 2017, 1054.4275016784668, 1499
ALLISON, HERNANDEZ, 1, 2017, 1054.4275016784668, 1499
MACKENZIE, ALLEN, 1, 2017, 1054.4275016784668, 1499
BRANDON, BRYANT, 1, 2017, 1054.4275016784668, 1499
FRANKLIN, MA, 1, 2017, 1054.4275016784668, 1499
MONICA, PATEL, 1, 2017, 1054.4275016784668, 1499
ALLEN, RODRIGUEZ, 1, 2017, 1054.4275016784668, 1499
GREGORY, TANG, 1, 2017, 1054.4275016784668, 1499
ARTURO, KUMAR, 1, 2017, 1054.4275016784668, 1499
GERALD, HERNANDEZ, 1, 2017, 1054.4275016784668, 1499
SHARON, NATH, 1, 2017, 1054.4275016784668, 1499
JESSIE, CHEN, 1, 2017, 1054.4275016784668, 1499
CAROLYN, ALONSO, 1, 2017, 1054.4275016784668, 1499
LAURA, MA, 1, 2017, 1054.4275016784668, 1499
BRITTA, SIMON, 1, 2017, 1054.4275016784668, 1499
BRYAN, GRAY, 1, 2017, 1054.4275016784668, 1499
EDWIN, XU, 1, 2017, 1054.4275016784668, 1499
CONNOR, YANG, 1, 2017, 1054.4275016784668, 1499
CARLOS, MORGAN, 1, 2017, 1054.4275016784668, 1499
TAYLOR, DIAZ, 1, 2017, 1054.4275016784668, 1499
AMANDA, SCOTT, 1, 2017, 1054.4275016784668, 1499
LEE, ALONSO, 1, 2017, 1054.4275016784668, 1499
ANDRE, SURI, 1, 2017, 1054.4275016784668, 1499
REBECCA, COLLINS, 1, 2017, 1054.4275016784668, 1499
LUIS, ALLEN, 1, 2017, 1054.4275016784668, 1499
BARRY, MALHOTRA, 1, 2017, 1054.4275016784668, 1499
MEGAN, JOHNSON, 1, 2017, 1054.4275016784668, 1499
KARLA, NARA, 1, 2017, 1054.4275016784668, 1499
LOUIS, ZHOU, 1, 2017, 1054.4275016784668, 1499
WILLIE, CAI, 1, 2017, 1054.4275016784668, 1499
RONALD, MADAN, 1, 2017, 1054.4275016784668, 1499
MARIA, LOPEZ, 1, 2017, 1054.407499551773, 1531
JENNY, HE, 1, 2017, 1054.3975009918213, 1532
ERICA, ZHU, 1, 2017, 1054.3301000595093, 1533
SAMUEL, BUTLER, 1, 2017, 1054.3301000595093, 1533
KRISTINE, VAZQUEZ, 1, 2017, 1053.4075012207031, 1535
JOAN, GAO, 1, 2017, 1052.7159023284912, 1536
JARROD, RANA, 1, 2017, 1052.7074995040894, 1537
ALEX, LOPEZ, 1, 2017, 1052.0616989135742, 1538
ARIANNA, SANCHEZ, 1, 2017, 1051.3701000213623, 1539
CLARENCE, NATH, 1, 2017, 1051.3701000213623, 1539
RAMON, ZHENG, 1, 2017, 1051.3701000213623, 1539
ALVIN, LAL, 1, 2017, 1051.3701000213623, 1539
KYLE, YOUNG, 1, 2017, 1051.3701000213623, 1539
KELLI, ZHU, 1, 2017, 1051.3701000213623, 1539
NATHAN, SHARMA, 1, 2017, 1048.5047988891602, 1545
COLLEEN, NATH, 1, 2017, 1048.5047988891602, 1545
KAITLYN, ANDERSON, 1, 2017, 1048.5047988891602, 1545
MADISON, WASHINGTON, 1, 2017, 1048.5047988891602, 1545
LOUIS, GOEL, 1, 2017, 1048.5047988891602, 1545
BRITTANY, ALEXANDER, 1, 2017, 1048.5047988891602, 1545
JORDAN, EDWARDS, 1, 2017, 1048.5047988891602, 1545
ALISON, NARA, 1, 2017, 1048.5047988891602, 1545
TAYLOR, MURPHY, 1, 2017, 1048.5047988891602, 1545
COLIN, ZENG, 1, 2017, 1048.5047988891602, 1545
ALYSSA, RAMIREZ, 1, 2017, 1048.5047988891602, 1545
LUCAS, NELSON, 1, 2017, 1037.9874997138977, 1556
SHAWN, TANG, 1, 2017, 1037.9874997138977, 1556
LOUIS, NATH, 1, 2017, 1037.3874988555908, 1558
EUGENE, CHEN, 1, 2017, 1037.3874988555908, 1558
JAMES, KUMAR, 1, 2017, 1035.4275016784668, 1560
GABRIELLA, HOWARD, 1, 2017, 1035.4275016784668, 1560
AUTUMN, ZHOU, 1, 2017, 1035.4275016784668, 1560
CARLOS, COX, 1, 2017, 1035.4275016784668, 1560
TONYA, RAI, 1, 2017, 1035.4275016784668, 1560
JÉSUS, ALONSO, 1, 2017, 1035.4275016784668, 1560
DAISY, SERRANO, 1, 2017, 1035.4275016784668, 1560
JARED, BAILEY, 1, 2017, 1035.4275016784668, 1560
MARTHA, LIN, 1, 2017, 1035.4275016784668, 1560
JORDAN, LONG, 1, 2017, 1035.4275016784668, 1560
STANLEY, CHANDRA, 1, 2017, 1035.4275016784668, 1560
MONIQUE, TORRES, 1, 2017, 1035.4275016784668, 1560
MARIAH, POWELL, 1, 2017, 1035.4275016784668, 1560
LACEY, XU, 1, 2017, 1035.4275016784668, 1560
ROBERT, TAYLOR, 1, 2017, 1035.4275016784668, 1560
BRUCE, HERNANDEZ, 1, 2017, 1035.4275016784668, 1560
CAMERON, JOHNSON, 1, 2017, 1035.4275016784668, 1560
KARA, RAJI, 1, 2017, 1035.4275016784668, 1560
BROOKE, SANCHEZ, 1, 2017, 1035.4275016784668, 1560
REGINA, PRASAD, 1, 2017, 1034.081699371338, 1579
TREVOR, PERRY, 1, 2017, 1034.081699371338, 1579
JAIME, MORENO, 1, 2017, 1034.081699371338, 1579
NATHANIEL, WATSON, 1, 2017, 1034.081699371338, 1579
GEOFFREY, SARA, 1, 2017, 1034.081699371338, 1579
CORY, MADAN, 1, 2017, 1034.081699371338, 1579
VICTORIA, WILLIAMS, 1, 2017, 1034.081699371338, 1579
WHITNEY, MEHTA, 1, 2017, 1034.081699371338, 1579
ALLISON, CAMPBELL, 1, 2017, 1034.081699371338, 1579
OMAR, LI, 1, 2017, 1034.081699371338, 1579
NATALIE, GONZALEZ, 1, 2017, 1034.081699371338, 1579
DARREN, VAZQUEZ, 1, 2017, 1034.081699371338, 1579
LINDSAY, SHARMA, 1, 2017, 1034.081699371338, 1579
MARIA, BARNES, 1, 2017, 1034.081699371338, 1579
KRISTINE, GUTIERREZ, 1, 2017, 1034.081699371338, 1579
JESSICA, WHITE, 1, 2017, 1034.081699371338, 1579
NATALIE, MARTIN, 1, 2017, 1034.081699371338, 1579
ABIGAIL, ROSS, 1, 2017, 1034.081699371338, 1579
MASON, NELSON, 1, 2017, 1034.081699371338, 1579
GINA, TORRES, 1, 2017, 1034.081699371338, 1579
ERICK, MALHOTRA, 1, 2017, 1034.081699371338, 1579
TONYA, XIE, 1, 2017, 1034.081699371338, 1579
ALEXANDRA, JACKSON, 1, 2017, 1034.081699371338, 1579
DONALD, SARA, 1, 2017, 1034.081699371338, 1579
NICOLAS, PAL, 1, 2017, 1034.081699371338, 1579
SAM, WILSON, 1, 2017, 1034.081699371338, 1579
GLORIA, DIAZ, 1, 2017, 1034.081699371338, 1579
REBEKAH, MUNOZ, 1, 2017, 1034.081699371338, 1579
ALISHA, ZHANG, 1, 2017, 1034.081699371338, 1579
SUZANNE, ZHU, 1, 2017, 1034.081699371338, 1579
LIZ, ANDERSON, 1, 2017, 1034.081699371338, 1579
ROBYN, ORTEGA, 1, 2017, 1034.081699371338, 1579
ZACHARY, PERRY, 1, 2017, 1034.081699371338, 1579
MARIO, SHAN, 1, 2017, 1034.081699371338, 1579
DAMIEN, STONE, 1, 2017, 1034.081699371338, 1579
CRISTINA, RAJE, 1, 2017, 1034.081699371338, 1579
EDWARD, HUGHES, 1, 2017, 1034.081699371338, 1579
SUZANNE, ZENG, 1, 2017, 1034.081699371338, 1579
TONY, RAJE, 1, 2017, 1034.081699371338, 1579
JEREMIAH, FLORES, 1, 2017, 1034.081699371338, 1579
AARON, CAMPBELL, 1, 2017, 1034.081699371338, 1579
RICARDO, GOEL, 1, 2017, 1034.081699371338, 1579
ROGER, CHANDER, 1, 2017, 1033.4074997901917, 1621
XAVIER, STEWART, 1, 2017, 1031.7059001922607, 1622
JARROD, PATEL, 1, 2017, 1028.3974990844727, 1623
STEPHANIE, HERNANDEZ, 1, 2017, 1028.3974990844727, 1623
BRIDGET, PAL, 1, 2017, 1028.3974990844727, 1623
CRYSTAL, HUANG, 1, 2017, 1028.3974990844727, 1623
MARIA, BROOKS, 1, 2017, 1024.3974990844727, 1627
ANNA, BARNES, 1, 2017, 1019.4074993133545, 1628
AMANDA, HILL, 1, 2017, 1019.4074993133545, 1628
ALICIA, YUAN, 1, 2017, 1009.4274997711182, 1630
DYLAN, BRYANT, 1, 2017, 1008.3999881744385, 1631
CHAD, ANAND, 1, 2017, 1000.4375, 1632
LEAH, SUN, 1, 2017, 1000.4375, 1632
WARREN, ZENG, 1, 2017, 1000.4375, 1632
SYDNEY, HENDERSON, 1, 2017, 1000.4375, 1632
EDDIE, NAVARRO, 1, 2017, 1000.4375, 1632
CLIFFORD, GONZALEZ, 1, 2017, 1000.4375, 1632
JAIME, MUÑOZ, 1, 2017, 1000.4375, 1632
SETH, RUSSELL, 1, 2017, 1000.4375, 1632
BRAD, ASHE, 1, 2017, 1000.4375, 1632
ETHAN, THOMPSON, 1, 2017, 1000.4375, 1632
ORLANDO, GUTIERREZ, 1, 2017, 1000.4375, 1632
OMAR, ZHU, 1, 2017, 1000.4375, 1632
SUSAN, HU, 1, 2017, 1000.4375, 1632
CHRISTINE, STONE, 1, 2017, 1000.4375, 1632
ROSS, RANA, 1, 2017, 1000.4375, 1632
CAITLIN, COOPER, 1, 2017, 1000.4375, 1632
ELIJAH, DIAZ, 1, 2017, 1000.4375, 1632
TAMARA, KUMAR, 1, 2017, 1000.4375, 1632
DIANNE, SLATTENGREN, 1, 2017, 1000.4375, 1632
JACLYN, ZHAO, 1, 2017, 1000.4375, 1632
TAMARA, BLACK, 1, 2017, 1000.4375, 1632
ASHLEY, ALEXANDER, 1, 2017, 1000.4375, 1632
PEDRO, RODRIGUEZ, 1, 2017, 1000.4375, 1632
ALFREDO, ORTEGA, 1, 2017, 1000.4375, 1632
WAYNE, RAJI, 1, 2017, 1000.4375, 1632
CALEB, BUTLER, 1, 2017, 1000.4375, 1632
JERRY, BECKER, 1, 2017, 1000.4375, 1632
JOSE, SHAN, 1, 2017, 1000.4375, 1632
PHILLIP, SURI, 1, 2017, 1000.4375, 1632
RICHARD, ROSS, 1, 2017, 1000.4375, 1632
DUSTIN, NARA, 1, 2017, 1000.4375, 1632
RACHEL, THOMAS, 1, 2017, 1000.4375, 1632
BILLY, ORTEGA, 1, 2017, 968.3299894332886, 1664
KEVIN, ADAMS, 1, 2017, 950.1803874969482, 1665
ERIC, SIMMONS, 1, 2017, 934.6434860229492, 1666
MARY, GREEN, 1, 2017, 934.6434860229492, 1666
LATASHA, GUTIERREZ, 1, 2017, 928.489990234375, 1668
CRISTINA, LAL, 1, 2017, 924.0842895507812, 1669
ALEX, SCOTT, 1, 2017, 917.0180892944336, 1670
GLENN, HUANG, 1, 2017, 910.7583904266357, 1671
LUKE, HALL, 1, 2017, 910.7583904266357, 1671
GRACE, COX, 1, 2017, 910.7583904266357, 1671
COLLEEN, LUO, 1, 2017, 910.7583904266357, 1671
DARREN, RANA, 1, 2017, 910.7583904266357, 1671
CARLY, NATH, 1, 2017, 910.1242866516113, 1676
MARISSA, BUTLER, 1, 2017, 904.8356876373291, 1677
WILLIE, GAO, 1, 2017, 903.3899879455566, 1678
CONNOR, ADAMS, 1, 2017, 903.0841884613037, 1679
JACK, ROSS, 1, 2017, 902.9799880981445, 1680
KAITLYN, HALL, 1, 2017, 902.9799880981445, 1680
PATRICK, GRAY, 1, 2017, 902.1141901016235, 1682
THOMAS, HILL, 1, 2017, 901.3499755859375, 1683
MARIA, WATSON, 1, 2017, 893.4699897766113, 1684
HEATHER, MA, 1, 2017, 893.4699897766113, 1684
JULIAN, ROSS, 1, 2017, 893.4699897766113, 1684
ROBERT, DAVIS, 1, 2017, 893.4699897766113, 1684
JAMIE, YE, 1, 2017, 887.9899883270264, 1688
EMMA, COOPER, 1, 2017, 887.5472869873047, 1689
GABRIELLE, HOWARD, 1, 2017, 887.5472869873047, 1689
AMBER, GREEN, 1, 2017, 887.5472869873047, 1689
SEAN, HOWARD, 1, 2017, 887.5472869873047, 1689
CHARLES, REED, 1, 2017, 887.5472869873047, 1689
STEVEN, BROOKS, 1, 2017, 887.5472869873047, 1689
COURTNEY, NELSON, 1, 2017, 887.5472869873047, 1689
ANNA, BRYANT, 1, 2017, 886.5761871337891, 1696
ELIZABETH, HENDERSON, 1, 2017, 886.5761871337891, 1696
KELLIE, MORENO, 1, 2017, 878.0841884613037, 1698
ROSS, MARTIN, 1, 2017, 876.4499912261963, 1699
MICHAEL, MOORE, 1, 2017, 876.0841913223267, 1700
FRANK, ROMERO, 1, 2017, 875.758394241333, 1701
AARON, FLORES, 1, 2017, 873.0941886901855, 1702
DYLAN, GARCIA, 1, 2017, 873.0941886901855, 1702
KRISTI, CARLSON, 1, 2017, 871.3799877166748, 1704
BRUCE, ARUN, 1, 2017, 864.6534881591797, 1705
WESLEY, HE, 1, 2017, 864.6534881591797, 1705
KATHERINE, BROWN, 1, 2017, 864.38258934021, 1707
CASEY, NARA, 1, 2017, 864.0399894714355, 1708
GRANT, PAL, 1, 2017, 864.0399894714355, 1708
CHARLES, GONZALEZ, 1, 2017, 861.7499895095825, 1710
LISA, ZHU, 1, 2017, 861.0114727020264, 1711
JOHNATHAN, CHAPMAN, 1, 2017, 857.4599876403809, 1712
CARL, GOEL, 1, 2017, 857.4599876403809, 1712
LESLIE, GILL, 1, 2017, 856.768388748169, 1714
MICHELE, SCHMIDT, 1, 2017, 856.768388748169, 1714
LOGAN, FLORES, 1, 2017, 856.768388748169, 1714
TIMOTHY, HILL, 1, 2017, 856.768388748169, 1714
TYRONE, SERRANO, 1, 2017, 856.768388748169, 1714
ZACHARY, MILLER, 1, 2017, 856.768388748169, 1714
MACKENZIE, ADAMS, 1, 2017, 855.3499889373779, 1720
TARA, GOEL, 1, 2017, 851.5761909484863, 1721
RUSSELL, LUO, 1, 2017, 851.5761909484863, 1721
SETH, TURNER, 1, 2017, 851.5761909484863, 1721
ELIJAH, YANG, 1, 2017, 849.0199890136719, 1724
KATHLEEN, ALVAREZ, 1, 2017, 849.0199890136719, 1724
REBEKAH, MORENO, 1, 2017, 848.4699878692627, 1726
JARROD, PRASAD, 1, 2017, 848.4399909973145, 1727
JEREMIAH, HOWARD, 1, 2017, 848.1241884231567, 1728
TROY, FERNANDEZ, 1, 2017, 848.1241884231567, 1728
HECTOR, ORTEGA, 1, 2017, 847.0941886901855, 1730
DALE, CHANDE, 1, 2017, 846.5461883544922, 1731
RICARDO, TANG, 1, 2017, 846.3199892044067, 1732
CARRIE, ALONSO, 1, 2017, 844.5272884368896, 1733
CHRISTY, BECK, 1, 2017, 844.4599914550781, 1734
ASHLEY, HENDERSON, 1, 2017, 844.3413956165314, 1735
DUSTIN, LUO, 1, 2017, 844.0299892425537, 1736
ROBERT, THOMPSON, 1, 2017, 844.0299892425537, 1736
